onetcode;onet19;soccode18;soc18;stem ;soc10;isco08;isco88;cbo02;ocup cbo
51905100;Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders;519051;Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders;0;519051;8141;8231;811705;Bamburista
51906100;Inspectors, Testers, Sorters, Samplers, and Weighers;519061;Inspectors, Testers, Sorters, Samplers, and Weighers;0;519061;7543;3152;391205;Inspetor de qualidade
51907100;Jewelers and Precious Stone and Metal Workers;519071;Jewelers and Precious Stone and Metal Workers;0;519071;7313;7313;751015;Joalheiro (reparações)
51907106;Gem and Diamond Workers;519071;Jewelers and Precious Stone and Metal Workers;0;519071;7313;7313;751015;Joalheiro (reparações)
51908100;Dental Laboratory Technicians;519081;Dental Laboratory Technicians;0;519081;3214;3226;223605;Fisioterapeuta
51908200;Medical Appliance Technicians;519082;Medical Appliance Technicians;0;519082;3214;3226;223605;Fisioterapeuta
51908300;Ophthalmic Laboratory Technicians;519083;Ophthalmic Laboratory Technicians;0;519083;7549;7322;752115;Soprador de vidro
51911100;Packaging and Filling Machine Operators and Tenders;519111;Packaging and Filling Machine Operators and Tenders;0;519111;8183;8290;784115;Operador de máquina de etiquetar
51912300;Painting, Coating, and Decorating Workers;519123;Painting, Coating, and Decorating Workers;0;519123;7316;7323;#N/D;#N/D
51912400;Coating, Painting, and Spraying Machine Setters, Operators, and Tenders;519124;Coating, Painting, and Spraying Machine Setters, Operators, and Tenders;0;519121;8122;8223;723215;Galvanizador
51914100;Semiconductor Processing Technicians;519141;Semiconductor Processing Technicians;0;519141;8189;8290;784115;Operador de máquina de etiquetar
51915100;Photographic Process Workers and Processing Machine Operators;519151;Photographic Process Workers and Processing Machine Operators;0;519151;8132;7344;766415;Revelador de filmes fotográficos em cores
51916100;Computer Numerically Controlled Tool Operators;519161;Computer Numerically Controlled Tool Operators;0;514011;7223;7223;721215;Furador
51916200;Computer Numerically Controlled Tool Programmers;519162;Computer Numerically Controlled Tool Programmers;0;514012;3139;3123;#N/D;#N/D
51919100;Adhesive Bonding Machine Operators and Tenders;519191;Adhesive Bonding Machine Operators and Tenders;0;519191;7521;7421;772115;Secador de madeira
51919200;Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders;519192;Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders;0;519192;8171;8142;831115;Triturador de madeira
51919300;Cooling and Freezing Equipment Operators and Tenders;519193;Cooling and Freezing Equipment Operators and Tenders;0;519193;8160;8271;841428;Cozinhador de pescado
51919400;Etchers and Engravers;519194;Etchers and Engravers;0;519194;7316;7323;#N/D;#N/D
51919500;Molders, Shapers, and Casters, Except Metal and Plastic;519195;Molders, Shapers, and Casters, Except Metal and Plastic;0;519195;7314;7321;752320;Ceramista (modelador)
51919503;Stone Cutters and Carvers, Manufacturing;519195;Molders, Shapers, and Casters, Except Metal and Plastic;0;519195;7314;7321;752320;Ceramista (modelador)
51919504;Glass Blowers, Molders, Benders, and Finishers;519195;Molders, Shapers, and Casters, Except Metal and Plastic;0;519195;7314;7321;752320;Ceramista (modelador)
51919505;Potters, Manufacturing;519195;Molders, Shapers, and Casters, Except Metal and Plastic;0;519195;7314;7321;752320;Ceramista (modelador)
51919600;Paper Goods Machine Setters, Operators, and Tenders;519196;Paper Goods Machine Setters, Operators, and Tenders;0;519196;8171;8142;831115;Triturador de madeira
51919700;Tire Builders;519197;Tire Builders;0;519197;8141;8231;811705;Bamburista
51919800;Helpers--Production Workers;519198;Helpers--Production Workers;0;519198;9329;9321;784205;Alimentador de linha de produção
51919900;Production Workers, All Other;519199;Production Workers, All Other;0;519199;9329;9321;784205;Alimentador de linha de produção
53104100;Aircraft Cargo Handling Supervisors;531041;Aircraft Cargo Handling Supervisors;0;531011;9333;9333;783220;Estivador
53104200;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;531042;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;0;531021;9333;9333;783220;Estivador
53104201;Recycling Coordinators;531042;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;0;531021;9333;9333;783220;Estivador
53104300;First-Line Supervisors of Material-Moving Machine and Vehicle Operators;531043;First-Line Supervisors of Material-Moving Machine and Vehicle Operators;0;531031;3151;3141;215210;Primeiro oficial-maquinista (embarcações)
53104400;First-Line Supervisors of Passenger Attendants;531044;First-Line Supervisors of Passenger Attendants;0;391021;3423;3340;215315;Instrutor de vôo
53104900;First-Line Supervisors of Transportation Workers, All Other;531049;First-Line Supervisors of Transportation Workers, All Other;0;531031;3151;3141;215210;Primeiro oficial-maquinista (embarcações)
53201100;Airline Pilots, Copilots, and Flight Engineers;532011;Airline Pilots, Copilots, and Flight Engineers;0;532011;3153;3143;215305;Piloto comercial (linhas aéreas)
53201200;Commercial Pilots;532012;Commercial Pilots;0;532012;3153;3143;215305;Piloto comercial (linhas aéreas)
53202100;Air Traffic Controllers;532021;Air Traffic Controllers;0;532021;3154;3144;342505;Controlador de tráfego aéreo
53202200;Airfield Operations Specialists;532022;Airfield Operations Specialists;0;532022;315;#N/D;#N/D;#N/D
53203100;Flight Attendants;532031;Flight Attendants;0;532031;5111;5111;511115;Intendente de bordo (embarcações)
53301100;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;533011;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;0;533011;8322;8322;782315;Motorista de táxi
53303100;Driver/Sales Workers;533031;Driver/Sales Workers;0;533031;8322;8322;782315;Motorista de táxi
53303200;Heavy and Tractor-Trailer Truck Drivers;533032;Heavy and Tractor-Trailer Truck Drivers;0;533032;8332;8324;782510;Motorista de caminhão
53303300;Light Truck Drivers;533033;Light Truck Drivers;0;533033;8322;8322;782315;Motorista de táxi
53305100;Bus Drivers, School;533051;Bus Drivers, School;0;533022;8331;8323;782620;Condutor de bonde
53305200;Bus Drivers, Transit and Intercity;533052;Bus Drivers, Transit and Intercity;0;533021;8331;8323;782620;Condutor de bonde
53305300;Shuttle Drivers and Chauffeurs;533053;Shuttle Drivers and Chauffeurs;0;533022;8331;8323;782620;Condutor de bonde
53305400;Taxi Drivers;533054;Taxi Drivers;0;533041;8322;8322;782315;Motorista de táxi
53309900;Motor Vehicle Operators, All Other;533099;Motor Vehicle Operators, All Other;0;533099;8321;8321;519110;Motociclista (transporte de mercadorias)
53401100;Locomotive Engineers;534011;Locomotive Engineers;0;534011;8311;8311;782610;Maquinista de trem
53401300;Rail Yard Engineers, Dinkey Operators, and Hostlers;534013;Rail Yard Engineers, Dinkey Operators, and Hostlers;0;534013;8311;8311;782610;Maquinista de trem
53402200;Railroad Brake, Signal, and Switch Operators and Locomotive Firers;534022;Railroad Brake, Signal, and Switch Operators and Locomotive Firers;0;534012;8311;8311;782610;Maquinista de trem
53403100;Railroad Conductors and Yardmasters;534031;Railroad Conductors and Yardmasters;0;534031;8312;8312;783110;Agente de manobras (ferrovias)
53404100;Subway and Streetcar Operators;534041;Subway and Streetcar Operators;0;534041;8311;8311;782610;Maquinista de trem
53409900;Rail Transportation Workers, All Other;534099;Rail Transportation Workers, All Other;0;534099;8312;8312;783110;Agente de manobras (ferrovias)
53501100;Sailors and Marine Oilers;535011;Sailors and Marine Oilers;0;535011;8350;8340;782705;Contramestre de embarcação
53502100;Captains, Mates, and Pilots of Water Vessels;535021;Captains, Mates, and Pilots of Water Vessels;0;535021;3152;3142;215115;Comandante de embarcações (navegação marítima)
53502200;Motorboat Operators;535022;Motorboat Operators;0;535022;8350;8340;782705;Contramestre de embarcação
53503100;Ship Engineers;535031;Ship Engineers;0;535031;3151;3141;215210;Primeiro oficial-maquinista (embarcações)
53601100;Bridge and Lock Tenders;536011;Bridge and Lock Tenders;0;536011;8343;8333;782130;Operador de ponte rolante
53602100;Parking Attendants;536021;Parking Attendants;0;536021;9629;9152;510120;Chefe de portaria (hotel)
53603100;Automotive and Watercraft Service Attendants;536031;Automotive and Watercraft Service Attendants;0;536031;5245;5220;521105;Vendedor de comércio atacadista
53603200;Aircraft Service Attendants;536032;Aircraft Service Attendants;0;536099;9331;9331;782820;Condutor de veículos de pedais
53604100;Traffic Technicians;536041;Traffic Technicians;0;536041;3119;3119;311615;Técnico têxtil (fiação)
53605100;Transportation Inspectors;536051;Transportation Inspectors;0;536051;3257;3152;391205;Inspetor de qualidade
53605101;Aviation Inspectors;536051;Transportation Inspectors;0;536051;3257;3152;391205;Inspetor de qualidade
53605107;Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation;536051;Transportation Inspectors;0;536051;3257;3152;391205;Inspetor de qualidade
53606100;Passenger Attendants;536061;Passenger Attendants;0;536061;5111;5111;511115;Intendente de bordo (embarcações)
53609900;Transportation Workers, All Other;536099;Transportation Workers, All Other;0;536099;9331;9331;782820;Condutor de veículos de pedais
53701100;Conveyor Operators and Tenders;537011;Conveyor Operators and Tenders;0;537011;8189;8290;784115;Operador de máquina de etiquetar
53702100;Crane and Tower Operators;537021;Crane and Tower Operators;0;537021;8343;8333;782130;Operador de ponte rolante
53703100;Dredge Operators;537031;Dredge Operators;0;537031;8342;8332;715115;Operador de escavadeiras
53704100;Hoist and Winch Operators;537041;Hoist and Winch Operators;0;537041;8343;8333;782130;Operador de ponte rolante
53705100;Industrial Truck and Tractor Operators;537051;Industrial Truck and Tractor Operators;0;537051;8344;8334;782220;Operador de empilhadeira
53706100;Cleaners of Vehicles and Equipment;537061;Cleaners of Vehicles and Equipment;0;537061;9112;9132;513315;Camareiro (hotel)
53706200;Laborers and Freight, Stock, and Material Movers, Hand;537062;Laborers and Freight, Stock, and Material Movers, Hand;0;537062;9329;9321;784205;Alimentador de linha de produção
53706204;Recycling and Reclamation Workers;537062;Laborers and Freight, Stock, and Material Movers, Hand;0;537062;9329;9321;784205;Alimentador de linha de produção
53706300;Machine Feeders and Offbearers;537063;Machine Feeders and Offbearers;0;537063;9329;9321;784205;Alimentador de linha de produção
53706400;Packers and Packagers, Hand;537064;Packers and Packagers, Hand;0;537064;9321;9322;#N/D;#N/D
53706500;Stockers and Order Fillers;537065;Stockers and Order Fillers;0;435081;4321;4131;414105;Almoxarife
53707100;Gas Compressor and Gas Pumping Station Operators;537071;Gas Compressor and Gas Pumping Station Operators;0;537071;3134;8155;811335;Operador de  filtros  de   parafina   (tratamentos químicos e afins)
53707200;Pump Operators, Except Wellhead Pumpers;537072;Pump Operators, Except Wellhead Pumpers;0;537072;3132;8163;862130;Operador de compressor de ar
53707300;Wellhead Pumpers;537073;Wellhead Pumpers;0;537073;8113;8113;711315;Sondador (poços de petróleo e gás)
53708100;Refuse and Recyclable Material Collectors;537081;Refuse and Recyclable Material Collectors;0;537081;9611;9161;514215;Gari
53712100;Tank Car, Truck, and Ship Loaders;537121;Tank Car, Truck, and Ship Loaders;0;537121;9333;9333;783220;Estivador
53719900;Material Moving Workers, All Other;537199;Material Moving Workers, All Other;0;537032;8111;7111;711125;Escorador de minas
55101100;Air Crew Officers;551011;Air Crew Officers;0;551011;110;110;20105;Oficial superior
55101200;Aircraft Launch and Recovery Officers;551012;Aircraft Launch and Recovery Officers;0;551012;110;110;20105;Oficial superior
55101300;Armored Assault Vehicle Officers;551013;Armored Assault Vehicle Officers;0;551013;110;110;20105;Oficial superior
55101400;Artillery and Missile Officers;551014;Artillery and Missile Officers;0;551014;110;110;20105;Oficial superior
55101500;Command and Control Center Officers;551015;Command and Control Center Officers;0;551015;110;110;20105;Oficial superior
55101600;Infantry Officers;551016;Infantry Officers;0;551016;110;110;20105;Oficial superior
55101700;Special Forces Officers;551017;Special Forces Officers;0;551017;110;110;20105;Oficial superior
55101900;Military Officer Special and Tactical Operations Leaders, All Other;551019;Military Officer Special and Tactical Operations Leaders, All Other;0;551019;110;110;20105;Oficial superior
55201100;First-Line Supervisors of Air Crew Members;552011;First-Line Supervisors of Air Crew Members;0;552011;210;110;20105;Oficial superior
55201200;First-Line Supervisors of Weapons Specialists/Crew Members;552012;First-Line Supervisors of Weapons Specialists/Crew Members;0;552012;210;110;20105;Oficial superior
55201300;First-Line Supervisors of All Other Tactical Operations Specialists;552013;First-Line Supervisors of All Other Tactical Operations Specialists;0;552013;210;110;20105;Oficial superior
55301100;Air Crew Members;553011;Air Crew Members;0;553011;310;110;20105;Oficial superior
55301200;Aircraft Launch and Recovery Specialists;553012;Aircraft Launch and Recovery Specialists;0;553012;310;110;20105;Oficial superior
55301300;Armored Assault Vehicle Crew Members;553013;Armored Assault Vehicle Crew Members;0;553013;310;110;20105;Oficial superior
55301400;Artillery and Missile Crew Members;553014;Artillery and Missile Crew Members;0;553014;310;110;20105;Oficial superior
55301500;Command and Control Center Specialists;553015;Command and Control Center Specialists;0;553015;310;110;20105;Oficial superior
55301600;Infantry;553016;Infantry;0;553016;310;110;20105;Oficial superior
55301800;Special Forces;553018;Special Forces;0;553018;310;110;20105;Oficial superior
55301900;Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other;553019;Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other;0;553019;310;110;20105;Oficial superior
